_key,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,ROI,release_year
10315,40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxsearchlight.com/fantasticmrfox/,10315,"[{""id"": 2527, ""name"": ""fox""}, {""id"": 3352, ""name"": ""tree""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11330, ""name"": ""cider""}, {""id"": 11331, ""name"": ""tale""}, {""id"": 11332, ""name"": ""farm life""}]",en,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-23,46471023,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176,14,2006~2010
10477,94000000,"[{""id"": 28, ""name"": ""Action""}]",,10477,"[{""id"": 271, ""name"": ""competition""}, {""id"": 795, ""name"": ""running""}, {""id"": 3658, ""name"": ""career""}, {""id"": 5614, ""name"": ""idol""}, {""id"": 6363, ""name"": ""racing car""}]",en,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",8.468586,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Trackform Film Productions"", ""id"": 10107}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-27,54744738,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Get ready for the race of your life.,Driven,4.5,179,-72,2001~2005
10545,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,10545,"[{""id"": 90, ""name"": ""paris""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2422, ""name"": ""mockery""}, {""id"": 2544, ""name"": ""ugliness""}, {""id"": 2638, ""name"": ""cathedral""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 9995, ""name"": ""bell""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158787, ""name"": ""army captain""}, {""id"": 160213, ""name"": ""festival""}, {""id"": 160274, ""name"": ""angry mob""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 213097, ""name"": ""15th century""}]",en,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",46.727941,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-21,100138851,91.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Hunchback of Notre Dame,6.8,1129,0,before_2000
10992,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://catsanddogsmovie.warnerbros.com/cmp/main.html,10992,"[{""id"": 1721, ""name"": ""fight""}, {""id"": 6088, ""name"": ""governance""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 12097, ""name"": ""allergy""}, {""id"": 209714, ""name"": ""3d""}]",en,Cats & Dogs,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",18.735024,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-04,93375151,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Things Are Gonna Get Hairy!,Cats & Dogs,5.0,352,36,2001~2005
11086,72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,11086,"[{""id"": 387, ""name"": ""california""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 7059, ""name"": ""anti-communism""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13028, ""name"": ""writer""}]",en,The Majestic,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",11.215702,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Darkwoods Productions"", ""id"": 3982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-21,37317558,152.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes your life comes into focus one frame at a time.,The Majestic,6.6,188,-93,2001~2005
11091,48000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,11091,"[{""id"": 1009, ""name"": ""baby""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 8650, ""name"": ""unwillingly pregnant""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 166113, ""name"": ""marriage problems""}, {""id"": 187056, ""name"": ""woman director""}]",en,Riding in Cars with Boys,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",7.226115,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-19,35743308,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,Riding in Cars with Boys,6.5,103,-34,2001~2005
11260,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",http://www.meetdavemovie.com/,11260,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1472, ""name"": ""starships""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 8468, ""name"": ""crew""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Meet Dave,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",18.676291,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Guy Walks into a Bar Productions"", ""id"": 2645}, {""name"": ""Deep River Productions"", ""id"": 2646}, {""name"": ""Friendly Films (II)"", ""id"": 81136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-08,50650079,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's a Whole Other World Going on Inside of Him.,Meet Dave,5.0,371,-18,2006~2010
11375,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",,11375,"[{""id"": 897, ""name"": ""rap music""}, {""id"": 2708, ""name"": ""hitman""}]",en,Hollywood Homicide,"Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",10.605084,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-06-09,51142659,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Hollywood Homicide,5.0,166,-47,2001~2005
11411,17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,11411,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 9181, ""name"": ""alter ego""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 11428, ""name"": ""convertible""}, {""id"": 34125, ""name"": ""catholic school""}, {""id"": 156080, ""name"": ""newspaper editor""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 163396, ""name"": ""disarmament""}, {""id"": 163398, ""name"": ""volcanic eruption""}, {""id"": 163403, ""name"": ""great wall of china""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]",en,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",17.062117,"[{""name"": ""Cannon Films"", ""id"": 4110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Golan-Globus Productions"", ""id"": 13549}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-07-23,19300000,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,318,12,before_2000
11470,11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,11470,"[{""id"": 1471, ""name"": ""places and planets""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3385, ""name"": ""cryogenics""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 41337, ""name"": ""freeze""}]",en,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",11.220643,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-24,16951798,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil has an upgrade.,Jason X,4.5,291,35,2001~2005
11544,80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,11544,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 168490, ""name"": ""dead parents""}]",en,Lilo & Stitch,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",55.659988,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-21,145771527,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's coming to our galaxy.,Lilo & Stitch,7.1,1314,45,2001~2005
11644,18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,11644,"[{""id"": 2380, ""name"": ""audio tape""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3767, ""name"": ""noises""}, {""id"": 4881, ""name"": ""yell""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6151, ""name"": ""faithlessness""}]",en,Blow Out,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.",13.628601,"[{""name"": ""Cinema 77"", ""id"": 1819}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-07-24,12000000,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Murder has a sound all of its own!,Blow Out,7.3,236,-50,before_2000
11667,35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,11667,"[{""id"": 407, ""name"": ""dictator""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 5362, ""name"": ""liberation of hostage""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 10076, ""name"": ""street fighter""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,19.286099,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Capcom"", ""id"": 7220}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-12-22,99423521,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The fight to save the world is on!,Street Fighter,4.1,325,65,before_2000
11918,35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,11918,"[{""id"": 2095, ""name"": ""anti hero""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9312, ""name"": ""dragonfly""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9741, ""name"": ""radioactive""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Superhero Movie,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",19.088655,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-03-27,25871834,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest Superhero movie of all time! (not counting all the others),Superhero Movie,4.9,379,-35,2006~2010
